EntryTime	Position	EntryPrice	ExitPrice	Profit	ExitTime
2017-04-09 07:00:00+00:00	SELL	2.67000001	2.59899408	7.100592999999966	2017-04-10 09:00:00+00:00
2017-04-10 23:00:00+00:00	SELL	2.61977459	2.61	0.9774590000000138	2017-04-11 05:00:00+00:00
2017-04-11 07:00:00+00:00	SELL	2.61964349	2.62002551	-0.03820199999999829	2017-04-12 11:00:00+00:00
2017-04-12 13:00:00+00:00	SELL	2.68899926	2.66792084	2.1078420000000264	2017-04-12 19:00:00+00:00
2017-04-13 15:00:00+00:00	SELL	2.659	2.61257286	4.642713999999959	2017-04-14 13:00:00+00:00
2017-04-13 19:00:00+00:00	SELL	2.65029064	2.61257286	3.7717779999999923	2017-04-14 13:00:00+00:00
2017-04-14 17:00:00+00:00	SELL	2.69999998	2.68689	1.3109979999999855	2017-04-15 09:00:00+00:00
2017-04-15 03:00:00+00:00	SELL	2.67839426	2.68689	-0.8495739999999863	2017-04-15 09:00:00+00:00
2017-04-15 13:00:00+00:00	SELL	2.72	2.65948	6.052000000000035	2017-04-17 13:00:00+00:00
2017-04-16 03:00:00+00:00	SELL	2.68521548	2.65948	2.5735480000000255	2017-04-17 13:00:00+00:00
2017-04-16 23:00:00+00:00	SELL	2.67	2.65948	1.0520000000000085	2017-04-17 13:00:00+00:00
2017-04-17 03:00:00+00:00	SELL	2.66735981	2.65948	0.7879810000000376	2017-04-17 13:00:00+00:00
2017-04-17 21:00:00+00:00	SELL	2.69999999	2.69959051	0.0409479999999629	2017-04-18 01:00:00+00:00
2017-04-18 13:00:00+00:00	SELL	3.05100009	2.95	10.100008999999988	2017-04-18 23:00:00+00:00
2017-04-19 05:00:00+00:00	SELL	3.117	3.09000001	2.6999990000000196	2017-04-19 09:00:00+00:00
2017-04-19 15:00:00+00:00	SELL	3.4	3.23109985	16.89001499999998	2017-04-19 23:00:00+00:00
2017-04-20 05:00:00+00:00	SELL	3.48	3.40914665	7.085335000000015	2017-04-20 17:00:00+00:00
2017-04-22 17:00:00+00:00	SELL	3.45106879	3.425	2.6068790000000064	2017-04-23 01:00:00+00:00
2017-04-23 11:00:00+00:00	SELL	3.66	3.6968506	-3.6850599999999734	2017-04-23 15:00:00+00:00
2017-04-23 21:00:00+00:00	SELL	3.99999814	3.97	2.9998140000000006	2017-04-24 01:00:00+00:00
2017-04-24 05:00:00+00:00	SELL	4.28	4.20378163	7.621837000000031	2017-04-24 15:00:00+00:00
